pedido_id,data_pedido,cliente_id,produto_id,quantidade,preco_unitario,valor_total,canal_venda,vendedor,estado_entrega
PV006185,2024-11-09,C0090,P010,48,5.32,255.36,Televendas,Felipe Santos,MG
PV006320,2024-11-09,C0058,P020,85,4.29,364.65,Representante Comercial,Eduarda Melo,PE
PV003178,2024-11-09,C0064,P010,56,4.91,274.96,Representante Comercial,Felipe Santos,ES
PV003849,2024-11-09,C0011,P012,91,14.19,1291.29,E-commerce B2B,Eduarda Melo,MG
PV002482,2024-11-09,C0145,P008,166,10.02,1663.32,Televendas,Carlos Silva,PA
PV004202,2024-11-09,C0155,P017,116,3.35,388.6,E-commerce B2B,Eduarda Melo,ES
PV006641,2024-11-10,C0101,P002,146,8.3,1211.8,E-commerce B2B,Daniela Rocha,AM
PV002407,2024-11-10,C0180,P014,7,3.75,26.25,Televendas,Daniela Rocha,PE
PV001884,2024-11-10,C0165,P019,145,3.78,548.1,Key Account,Eduarda Melo,DF
PV001753,2024-11-10,C0013,P015,121,5.55,671.55,Key Account,Felipe Santos,AL
PV000582,2024-11-10,C0064,P010,18,5.32,95.76,E-commerce B2B,Bruno Lima,ES
PV006561,2024-11-10,C0062,P012,63,13.87,873.81,Key Account,Daniela Rocha,AL
PV006952,2024-11-10,C0031,P017,47,3.2,150.4,E-commerce B2B,Bruno Lima,BA
PV006955,2024-11-10,C0043,P019,52,3.99,207.48,E-commerce B2B,Daniela Rocha,SC
PV004675,2024-11-10,C0168,P017,140,3.49,488.6,Key Account,Ana Souza,PA
PV006830,2024-11-11,C0071,P020,78,4.29,334.62,Televendas,Bruno Lima,PR
PV001043,2024-11-11,C0088,P017,27,3.24,87.48,Televendas,Bruno Lima,MG
PV000819,2024-11-11,C0094,P013,107,4.86,520.02,Representante Comercial,Ana Souza,RS
PV005964,2024-11-11,C0088,P016,101,6.81,687.81,E-commerce B2B,Eduarda Melo,MG
PV003137,2024-11-11,C0132,P018,63,2.83,178.29,Representante Comercial,Daniela Rocha,SC
PV002052,2024-11-11,C0088,P010,137,5.16,706.92,Representante Comercial,Felipe Santos,MG
PV000050,2024-11-11,C0036,P001,135,23.79,3211.65,Televendas,Eduarda Melo,AM
PV004769,2024-11-11,C0114,P015,178,5.89,1048.42,E-commerce B2B,Bruno Lima,BA
PV006678,2024-11-12,C0031,P001,70,22.94,1605.8,Representante Comercial,Ana Souza,BA
PV001267,2024-11-12,C0096,P020,162,4.24,686.88,Representante Comercial,Carlos Silva,SP
PV006187,2024-11-12,C0143,P018,21,3.05,64.05,Key Account,Bruno Lima,AL
PV004683,2024-11-12,C0098,P016,46,7.1,326.6,Televendas,Daniela Rocha,PA
PV000808,2024-11-13,C0056,P018,30,2.9,87.0,Key Account,Ana Souza,MG
PV005816,2024-11-13,C0113,P010,67,5.05,338.35,Televendas,Felipe Santos,PE
PV001105,2024-11-13,C0031,P014,98,3.64,356.72,Representante Comercial,Daniela Rocha,BA
PV002849,2024-11-13,C0085,P007,76,7.48,568.48,Key Account,Eduarda Melo,AM
PV000895,2024-11-13,C0099,P013,109,4.78,521.02,E-commerce B2B,Eduarda Melo,SC
PV001846,2024-11-13,C0063,P007,107,7.78,832.46,Representante Comercial,Daniela Rocha,DF
PV000620,2024-11-14,C0167,P014,119,3.79,451.01,E-commerce B2B,Carlos Silva,CE
PV003492,2024-11-14,C0019,P008,154,10.49,1615.46,Key Account,Carlos Silva,BA
PV005308,2024-11-14,C0031,P014,127,3.96,502.92,Key Account,Carlos Silva,BA
PV006222,2024-11-14,C0023,P010,167,5.08,848.36,Key Account,Eduarda Melo,DF
PV002318,2024-11-14,C0062,P014,108,3.8,410.4,Televendas,Eduarda Melo,AL
PV004690,2024-11-14,C0129,P015,144,5.88,846.72,Televendas,Eduarda Melo,MT
PV000334,2024-11-15,C0132,P020,92,3.95,363.4,Televendas,Ana Souza,SC
PV004868,2024-11-15,C0043,P006,150,4.3,645.0,Televendas,Eduarda Melo,SC
PV004326,2024-11-15,C0041,P017,110,3.36,369.6,Representante Comercial,Felipe Santos,AM
PV005678,2024-11-15,C0144,P020,34,4.1,139.4,Representante Comercial,Ana Souza,PR
PV006751,2024-11-15,C0112,P020,105,3.88,407.4,Televendas,Felipe Santos,PE
PV005744,2024-11-15,C0132,P017,67,3.49,233.83,Representante Comercial,Ana Souza,SC
PV003168,2024-11-15,C0080,P014,60,3.8,228.0,E-commerce B2B,Bruno Lima,GO
PV001113,2024-11-15,C0005,P016,52,7.13,370.76,Televendas,Felipe Santos,PE
PV002071,2024-11-16,C0163,P013,40,5.14,205.6,Televendas,Carlos Silva,AM
PV001923,2024-11-16,C0133,P015,118,5.8,684.4,Representante Comercial,Ana Souza,PA
PV002928,2024-11-16,C0037,P015,160,5.87,939.2,Key Account,Ana Souza,AM
PV000073,2024-11-16,C0106,P001,101,21.91,2212.91,Representante Comercial,Felipe Santos,PA
PV000798,2024-11-17,C0136,P014,152,3.76,571.52,Representante Comercial,Eduarda Melo,GO
PV006724,2024-11-17,C0162,P002,163,9.24,1506.12,Representante Comercial,Bruno Lima,DF
PV003200,2024-11-17,C0010,P001,126,23.77,2995.02,Televendas,Felipe Santos,MT
PV000242,2024-11-17,C0106,P014,115,3.94,453.1,Key Account,Eduarda Melo,PA
PV006918,2024-11-17,C0019,P004,111,7.91,878.01,E-commerce B2B,Eduarda Melo,BA
PV006192,2024-11-17,C0139,P003,43,7.51,322.93,Televendas,Carlos Silva,MT
PV003961,2024-11-17,C0118,P006,88,4.65,409.2,Representante Comercial,Eduarda Melo,MG
PV002383,2024-11-17,C0153,P006,54,4.27,230.58,Key Account,Daniela Rocha,AM
PV001665,2024-11-18,C0135,P007,80,7.72,617.6,Representante Comercial,Carlos Silva,BA
PV006238,2024-11-18,C0140,P014,92,3.63,333.96,Televendas,Ana Souza,GO
PV001812,2024-11-18,C0160,P013,177,5.01,886.77,Representante Comercial,Carlos Silva,ES
PV002933,2024-11-18,C0109,P014,53,3.63,192.39,E-commerce B2B,Daniela Rocha,MT
PV006213,2024-11-18,C0044,P003,21,8.19,171.99,Key Account,Felipe Santos,DF
PV001628,2024-11-18,C0166,P012,93,15.44,1435.92,Televendas,Daniela Rocha,MG
PV004916,2024-11-18,C0026,P019,91,3.83,348.53,Representante Comercial,Eduarda Melo,MT
PV003772,2024-11-18,C0097,P018,35,2.78,97.3,Key Account,Ana Souza,SP
PV001982,2024-11-18,C0033,P004,126,8.26,1040.76,Key Account,Carlos Silva,CE
PV004873,2024-11-18,C0157,P010,122,5.01,611.22,Key Account,Felipe Santos,CE
PV003332,2024-11-18,C0074,P017,55,3.33,183.15,Representante Comercial,Bruno Lima,AM
PV004150,2024-11-19,C0001,P005,103,4.25,437.75,Representante Comercial,Ana Souza,RJ
PV005777,2024-11-19,C0128,P010,109,5.01,546.09,Televendas,Ana Souza,PR
PV005076,2024-11-19,C0022,P011,173,16.12,2788.76,Key Account,Felipe Santos,AL
PV001503,2024-11-19,C0040,P009,51,4.87,248.37,Televendas,Daniela Rocha,MG
PV004923,2024-11-19,C0110,P007,86,7.53,647.58,Televendas,Felipe Santos,CE
PV003709,2024-11-19,C0167,P018,130,3.0,390.0,Representante Comercial,Carlos Silva,CE
PV003124,2024-11-19,C0024,P019,75,3.77,282.75,Representante Comercial,Carlos Silva,MT
PV007017,2024-11-20,C0057,P020,90,4.24,381.6,E-commerce B2B,Felipe Santos,GO
PV000087,2024-11-20,C0165,P017,62,3.32,205.84,Televendas,Bruno Lima,DF
PV003080,2024-11-20,C0032,P008,94,9.82,923.08,E-commerce B2B,Ana Souza,MT
PV005335,2024-11-20,C0022,P003,106,7.49,793.94,Televendas,Eduarda Melo,AL
PV004122,2024-11-20,C0020,P016,120,7.14,856.8,Televendas,Ana Souza,SC
PV002748,2024-11-20,C0006,P005,14,4.28,59.92,Key Account,Eduarda Melo,PE
PV000589,2024-11-20,C0064,P005,110,4.35,478.5,Televendas,Eduarda Melo,ES
PV004926,2024-11-20,C0062,P015,92,5.69,523.48,Key Account,Daniela Rocha,AL
PV004401,2024-11-21,C0160,P003,110,8.02,882.2,E-commerce B2B,Bruno Lima,ES
PV004604,2024-11-21,C0040,P017,38,3.17,120.46,Key Account,Carlos Silva,MG
PV005418,2024-11-21,C0023,P005,168,4.41,740.88,Representante Comercial,Eduarda Melo,DF
PV000829,2024-11-21,C0088,P009,120,4.51,541.2,Key Account,Carlos Silva,MG
PV001247,2024-11-21,C0167,P016,179,6.48,1159.92,E-commerce B2B,Eduarda Melo,CE
PV001609,2024-11-21,C0038,P014,125,3.86,482.5,Representante Comercial,Felipe Santos,MT
PV002874,2024-11-21,C0140,P007,153,7.64,1168.92,Representante Comercial,Bruno Lima,GO
PV006927,2024-11-21,C0023,P013,77,4.64,357.28,Televendas,Felipe Santos,DF
PV003713,2024-11-21,C0018,P004,10,8.04,80.4,E-commerce B2B,Carlos Silva,RJ
PV005940,2024-11-22,C0076,P014,32,3.84,122.88,Key Account,Daniela Rocha,SC
PV006711,2024-11-22,C0156,P014,15,3.85,57.75,E-commerce B2B,Carlos Silva,RS
PV005842,2024-11-22,C0133,P002,61,8.41,513.01,Representante Comercial,Ana Souza,PA
PV001621,2024-11-22,C0094,P017,48,3.13,150.24,Key Account,Daniela Rocha,RS
PV005160,2024-11-22,C0002,P014,54,3.7,199.8,Representante Comercial,Ana Souza,RS
PV001191,2024-11-22,C0058,P010,50,5.32,266.0,Televendas,Bruno Lima,PE
PV006956,2024-11-22,C0137,P020,132,4.01,529.32,Representante Comercial,Carlos Silva,MT
PV001308,2024-11-22,C0172,P002,125,9.0,1125.0,Key Account,Carlos Silva,MG
PV006508,2024-11-22,C0126,P010,128,4.9,627.2,E-commerce B2B,Bruno Lima,RJ
PV001699,2024-11-22,C0056,P004,33,8.28,273.24,Key Account,Carlos Silva,MG
PV004503,2024-11-22,C0116,P016,77,6.5,500.5,Key Account,Carlos Silva,GO
PV006405,2024-11-22,C0093,P008,41,9.8,401.8,Representante Comercial,Bruno Lima,SP
PV001839,2024-11-22,C0008,P010,57,5.25,299.25,Representante Comercial,Ana Souza,PE
PV000730,2024-11-22,C0058,P006,128,4.16,532.48,Televendas,Daniela Rocha,PE
PV003789,2024-11-22,C0142,P020,72,3.9,280.8,Televendas,Carlos Silva,PA
PV004488,2024-11-22,C0128,P018,33,2.73,90.09,Representante Comercial,Carlos Silva,PR
PV006997,2024-11-22,C0095,P010,58,5.02,291.16,Televendas,Bruno Lima,GO
PV001479,2024-11-23,C0141,P017,7,3.34,23.38,Representante Comercial,Bruno Lima,PE
PV001763,2024-11-23,C0145,P011,51,17.02,868.02,Key Account,Bruno Lima,PA
PV001072,2024-11-23,C0010,P005,22,4.45,97.9,Televendas,Carlos Silva,MT
PV004350,2024-11-23,C0016,P004,118,8.8,1038.4,E-commerce B2B,Felipe Santos,PA
PV002356,2024-11-23,C0067,P005,30,4.35,130.5,Key Account,Eduarda Melo,AM
PV005566,2024-11-23,C0116,P014,137,3.85,527.45,E-commerce B2B,Daniela Rocha,GO
PV003191,2024-11-24,C0125,P009,133,4.61,613.13,Key Account,Carlos Silva,RJ
PV004533,2024-11-24,C0175,P009,25,4.93,123.25,Key Account,Daniela Rocha,GO
PV003703,2024-11-24,C0082,P007,134,7.68,1029.12,Televendas,Ana Souza,AM
PV001352,2024-11-24,C0177,P011,136,16.38,2227.68,E-commerce B2B,Ana Souza,MG
PV003195,2024-11-24,C0144,P001,154,22.46,3458.84,Televendas,Felipe Santos,PR
PV000013,2024-11-24,C0062,P016,130,7.21,937.3,Representante Comercial,Eduarda Melo,AL
PV005534,2024-11-24,C0100,P012,23,14.29,328.67,Televendas,Felipe Santos,SP
PV001462,2024-11-24,C0154,P003,48,8.17,392.16,Representante Comercial,Ana Souza,DF
PV000737,2024-11-24,C0028,P001,58,21.91,1270.78,Key Account,Eduarda Melo,BA
PV001298,2024-11-24,C0069,P017,40,3.18,127.2,Key Account,Ana Souza,MG
PV002528,2024-11-25,C0163,P020,111,4.3,477.3,Representante Comercial,Eduarda Melo,AM
PV005285,2024-11-25,C0012,P001,120,21.74,2608.8,Representante Comercial,Daniela Rocha,RJ
PV003977,2024-11-25,C0001,P011,78,16.77,1308.06,Representante Comercial,Eduarda Melo,RJ
PV002793,2024-11-25,C0157,P016,134,6.74,903.16,Televendas,Eduarda Melo,CE
PV001876,2024-11-25,C0038,P012,163,14.32,2334.16,Representante Comercial,Daniela Rocha,MT
PV003458,2024-11-25,C0106,P009,117,4.67,546.39,E-commerce B2B,Carlos Silva,PA
PV005948,2024-11-25,C0135,P015,37,5.74,212.38,Televendas,Ana Souza,BA
PV005837,2024-11-25,C0145,P004,163,8.22,1339.86,Key Account,Bruno Lima,PA
PV002806,2024-11-25,C0075,P017,9,3.24,29.16,Representante Comercial,Daniela Rocha,MT
PV001187,2024-11-25,C0168,P004,38,8.39,318.82,Televendas,Bruno Lima,PA
PV000126,2024-11-25,C0096,P010,55,5.23,287.65,Televendas,Daniela Rocha,SP
PV006795,2024-11-25,C0151,P013,70,4.66,326.2,E-commerce B2B,Bruno Lima,CE
PV003495,2024-11-25,C0179,P019,131,3.7,484.7,Representante Comercial,Ana Souza,GO
PV000361,2024-11-25,C0066,P016,116,6.92,802.72,Representante Comercial,Felipe Santos,DF
PV003921,2024-11-26,C0076,P017,44,3.37,148.28,Representante Comercial,Daniela Rocha,SC
PV005104,2024-11-26,C0147,P014,114,3.9,444.6,Televendas,Carlos Silva,RS
PV006814,2024-11-26,C0007,P002,171,8.43,1441.53,Key Account,Ana Souza,DF
PV004255,2024-11-26,C0088,P009,73,4.83,352.59,Representante Comercial,Carlos Silva,MG
PV005526,2024-11-26,C0046,P001,95,23.44,2226.8,E-commerce B2B,Ana Souza,AM
PV003615,2024-11-26,C0101,P012,124,13.77,1707.48,Representante Comercial,Felipe Santos,AM
PV005078,2024-11-26,C0017,P009,41,4.66,191.06,Televendas,Eduarda Melo,RS
PV001019,2024-11-26,C0070,P018,172,3.01,517.72,Representante Comercial,Carlos Silva,BA
PV004773,2024-11-26,C0022,P015,57,5.43,309.51,Key Account,Carlos Silva,AL
PV001657,2024-11-26,C0088,P006,173,4.5,778.5,Representante Comercial,Daniela Rocha,MG
PV000323,2024-11-26,C0023,P017,126,3.2,403.2,Representante Comercial,Daniela Rocha,DF
PV000217,2024-11-26,C0038,P018,125,2.83,353.75,Key Account,Bruno Lima,MT
PV004204,2024-11-27,C0101,P008,22,9.49,208.78,Televendas,Eduarda Melo,AM
PV006511,2024-11-27,C0112,P005,169,4.32,730.08,Televendas,Bruno Lima,PE
PV005717,2024-11-27,C0011,P015,40,5.38,215.2,E-commerce B2B,Daniela Rocha,MG
PV000397,2024-11-27,C0165,P017,72,3.13,225.36,Key Account,Bruno Lima,DF
PV006515,2024-11-27,C0075,P018,146,3.06,446.76,Televendas,Eduarda Melo,MT
PV002970,2024-11-27,C0062,P019,136,3.73,507.28,Representante Comercial,Eduarda Melo,AL
PV003824,2024-11-27,C0131,P010,102,5.17,527.34,Televendas,Daniela Rocha,SC
PV000795,2024-11-27,C0021,P017,6,3.38,20.28,Televendas,Daniela Rocha,AM
PV003217,2024-11-27,C0020,P014,128,3.86,494.08,E-commerce B2B,Eduarda Melo,SC
PV001357,2024-11-27,C0031,P015,136,5.73,779.28,Representante Comercial,Eduarda Melo,BA
PV004478,2024-11-27,C0142,P016,167,7.17,1197.39,Televendas,Carlos Silva,PA
PV000615,2024-11-27,C0062,P004,118,8.16,962.88,E-commerce B2B,Eduarda Melo,AL
PV000200,2024-11-27,C0140,P015,173,5.88,1017.24,E-commerce B2B,Carlos Silva,GO
PV005881,2024-11-27,C0096,P005,37,3.98,147.26,E-commerce B2B,Eduarda Melo,SP
PV002796,2024-11-28,C0057,P014,175,3.61,631.75,Televendas,Carlos Silva,GO
PV002778,2024-11-28,C0089,P014,68,3.97,269.96,Representante Comercial,Carlos Silva,PR
PV000293,2024-11-28,C0156,P011,139,16.06,2232.34,Representante Comercial,Felipe Santos,RS
PV001870,2024-11-28,C0165,P019,118,4.05,477.9,Televendas,Felipe Santos,DF
PV001857,2024-11-28,C0026,P017,92,3.5,322.0,Key Account,Bruno Lima,MT
PV000889,2024-11-28,C0099,P012,22,14.54,319.88,Televendas,Carlos Silva,SC
PV001460,2024-11-28,C0177,P003,36,8.12,292.32,E-commerce B2B,Bruno Lima,MG
PV002267,2024-11-28,C0087,P015,48,5.79,277.92,Televendas,Bruno Lima,PA
PV003054,2024-11-28,C0171,P003,166,7.75,1286.5,Key Account,Daniela Rocha,GO
PV000503,2024-11-28,C0168,P007,29,7.99,231.71,Key Account,Felipe Santos,PA
PV005193,2024-11-29,C0093,P014,59,3.72,219.48,Televendas,Bruno Lima,SP
PV004137,2024-11-29,C0016,P003,120,7.77,932.4,Representante Comercial,Ana Souza,PA
PV004284,2024-11-29,C0098,P002,51,9.23,470.73,Representante Comercial,Felipe Santos,PA
PV007140,2024-11-29,C0101,P013,124,4.67,579.08,Key Account,Daniela Rocha,AM
PV002282,2024-11-29,C0115,P015,119,5.4,642.6,Representante Comercial,Carlos Silva,MG
PV001459,2024-11-29,C0117,P014,47,3.6,169.2,Televendas,Felipe Santos,SP
PV004296,2024-11-29,C0089,P006,117,4.53,530.01,Key Account,Ana Souza,PR
PV001446,2024-11-29,C0017,P016,177,6.92,1224.84,Televendas,Daniela Rocha,RS
PV002300,2024-11-29,C0057,P011,88,16.12,1418.56,E-commerce B2B,Carlos Silva,GO
PV003874,2024-11-29,C0044,P018,82,3.06,250.92,E-commerce B2B,Ana Souza,DF
PV004180,2024-11-29,C0112,P017,179,3.13,560.27,Representante Comercial,Daniela Rocha,PE
PV002561,2024-11-29,C0056,P017,179,3.41,610.39,Representante Comercial,Ana Souza,MG
PV000410,2024-11-30,C0068,P012,42,13.91,584.22,Televendas,Bruno Lima,CE
PV004527,2024-11-30,C0115,P008,107,9.65,1032.55,Representante Comercial,Carlos Silva,MG
PV004552,2024-11-30,C0034,P010,82,4.96,406.72,Key Account,Eduarda Melo,RJ
PV000695,2024-11-30,C0056,P007,12,7.94,95.28,E-commerce B2B,Daniela Rocha,MG
PV000660,2024-11-30,C0048,P001,154,21.68,3338.72,E-commerce B2B,Bruno Lima,ES
PV007169,2024-11-30,C0139,P015,66,5.38,355.08,Televendas,Felipe Santos,MT
PV006280,2024-11-30,C0093,P010,141,5.11,720.51,E-commerce B2B,Eduarda Melo,SP
PV002473,2024-11-30,C0020,P009,64,5.02,321.28,Televendas,Carlos Silva,SC
PV002109,2024-12-01,C0035,P015,157,5.6,879.2,Representante Comercial,Ana Souza,CE
PV006805,2024-12-01,C0090,P011,108,16.14,1743.12,Televendas,Felipe Santos,MG
PV004857,2024-12-01,C0031,P018,128,3.04,389.12,Key Account,Daniela Rocha,BA
PV003646,2024-12-01,C0017,P015,67,5.37,359.79,Televendas,Bruno Lima,RS
PV003625,2024-12-01,C0107,P007,109,7.68,837.12,Key Account,Bruno Lima,RS
PV003719,2024-12-01,C0044,P016,67,6.91,462.97,Representante Comercial,Daniela Rocha,DF
PV000534,2024-12-01,C0151,P013,156,4.81,750.36,Televendas,Bruno Lima,CE
PV005245,2024-12-01,C0142,P012,8,13.85,110.8,Representante Comercial,Felipe Santos,PA
PV004844,2024-12-01,C0157,P009,32,4.64,148.48,Televendas,Eduarda Melo,CE
PV004125,2024-12-01,C0062,P010,58,5.28,306.24,Key Account,Felipe Santos,AL
PV003962,2024-12-01,C0138,P006,110,4.29,471.9,Key Account,Eduarda Melo,PE
PV004786,2024-12-01,C0097,P017,29,3.27,94.83,E-commerce B2B,Daniela Rocha,SP
PV006781,2024-12-02,C0157,P004,122,8.53,1040.66,Representante Comercial,Bruno Lima,CE
PV006437,2024-12-02,C0022,P016,79,6.65,525.35,E-commerce B2B,Carlos Silva,AL
PV006975,2024-12-02,C0170,P015,136,5.83,792.88,E-commerce B2B,Daniela Rocha,CE
PV005324,2024-12-02,C0076,P017,136,3.26,443.36,Representante Comercial,Carlos Silva,SC
PV001049,2024-12-02,C0133,P004,143,8.36,1195.48,E-commerce B2B,Felipe Santos,PA
PV005786,2024-12-02,C0006,P007,100,7.45,745.0,Representante Comercial,Daniela Rocha,PE
PV004229,2024-12-02,C0062,P010,109,5.16,562.44,Televendas,Carlos Silva,AL
PV006059,2024-12-02,C0002,P017,17,3.29,55.93,Televendas,Ana Souza,RS
PV001244,2024-12-02,C0063,P012,12,14.21,170.52,Televendas,Carlos Silva,DF
PV005395,2024-12-02,C0062,P011,90,17.68,1591.2,E-commerce B2B,Eduarda Melo,AL
PV006162,2024-12-02,C0137,P008,112,10.31,1154.72,Representante Comercial,Felipe Santos,MT
PV003365,2024-12-03,C0011,P015,66,5.33,351.78,Key Account,Ana Souza,MG
PV006815,2024-12-03,C0132,P014,113,3.87,437.31,E-commerce B2B,Ana Souza,SC
PV001525,2024-12-03,C0162,P017,74,3.29,243.46,Representante Comercial,Daniela Rocha,DF
PV001234,2024-12-03,C0019,P002,97,8.57,831.29,Televendas,Bruno Lima,BA
PV004071,2024-12-04,C0022,P016,72,6.93,498.96,Televendas,Daniela Rocha,AL
PV003868,2024-12-04,C0007,P002,29,9.28,269.12,Key Account,Felipe Santos,DF
PV004128,2024-12-04,C0127,P017,70,3.29,230.3,E-commerce B2B,Bruno Lima,PR
PV001730,2024-12-04,C0160,P017,149,3.16,470.84,Televendas,Felipe Santos,ES
PV006002,2024-12-04,C0059,P011,44,16.11,708.84,Televendas,Ana Souza,SP
PV005222,2024-12-04,C0031,P018,109,2.97,323.73,Representante Comercial,Bruno Lima,BA
PV001202,2024-12-04,C0054,P017,128,3.29,421.12,E-commerce B2B,Ana Souza,DF
PV000868,2024-12-04,C0070,P010,59,5.09,300.31,Key Account,Bruno Lima,BA
PV004627,2024-12-04,C0035,P012,9,15.42,138.78,Representante Comercial,Eduarda Melo,CE
PV003880,2024-12-04,C0060,P002,124,9.12,1130.88,Key Account,Bruno Lima,AL
PV003712,2024-12-04,C0163,P005,179,4.05,724.95,Televendas,Eduarda Melo,AM
PV006293,2024-12-04,C0100,P010,15,5.11,76.65,Televendas,Carlos Silva,SP
PV000221,2024-12-05,C0145,P016,100,6.78,678.0,Televendas,Ana Souza,PA
PV001588,2024-12-05,C0068,P011,87,16.86,1466.82,Televendas,Felipe Santos,CE
PV003252,2024-12-05,C0163,P004,50,8.46,423.0,Televendas,Daniela Rocha,AM
PV002164,2024-12-05,C0115,P018,170,2.81,477.7,Key Account,Daniela Rocha,MG
PV003395,2024-12-05,C0075,P010,5,5.15,25.75,Representante Comercial,Eduarda Melo,MT
PV001189,2024-12-05,C0089,P011,8,16.99,135.92,Key Account,Bruno Lima,PR
PV006262,2024-12-06,C0155,P014,138,3.67,506.46,Televendas,Daniela Rocha,ES
PV004263,2024-12-06,C0059,P001,101,22.17,2239.17,Key Account,Felipe Santos,SP
PV005182,2024-12-06,C0007,P005,69,4.44,306.36,Representante Comercial,Felipe Santos,DF
PV000976,2024-12-06,C0171,P013,163,4.83,787.29,Key Account,Felipe Santos,GO
PV004220,2024-12-06,C0022,P003,159,7.56,1202.04,E-commerce B2B,Eduarda Melo,AL
PV002421,2024-12-06,C0096,P015,59,5.43,320.37,Representante Comercial,Eduarda Melo,SP
PV002527,2024-12-06,C0139,P015,58,5.46,316.68,Key Account,Ana Souza,MT
PV003097,2024-12-06,C0091,P004,20,7.97,159.4,E-commerce B2B,Eduarda Melo,MT
PV003344,2024-12-06,C0036,P009,26,4.88,126.88,Televendas,Carlos Silva,AM
PV005505,2024-12-06,C0011,P002,36,9.13,328.68,Representante Comercial,Bruno Lima,MG
PV000132,2024-12-06,C0002,P016,168,7.11,1194.48,Televendas,Bruno Lima,RS
PV000963,2024-12-06,C0003,P015,148,5.64,834.72,Representante Comercial,Bruno Lima,ES
PV005259,2024-12-06,C0165,P010,30,5.17,155.1,Key Account,Bruno Lima,DF
PV002871,2024-12-06,C0085,P010,70,4.92,344.4,Televendas,Eduarda Melo,AM
PV001759,2024-12-06,C0034,P017,69,3.26,224.94,E-commerce B2B,Eduarda Melo,RJ
PV005674,2024-12-06,C0016,P010,39,5.48,213.72,Representante Comercial,Carlos Silva,PA
PV000404,2024-12-06,C0038,P017,96,3.19,306.24,Televendas,Eduarda Melo,MT
PV000028,2024-12-07,C0137,P006,152,4.31,655.12,Representante Comercial,Felipe Santos,MT
PV000592,2024-12-07,C0062,P005,33,4.01,132.33,E-commerce B2B,Ana Souza,AL
PV003549,2024-12-07,C0131,P005,82,4.42,362.44,E-commerce B2B,Ana Souza,SC
PV004959,2024-12-07,C0025,P012,32,14.86,475.52,Representante Comercial,Carlos Silva,ES
PV000801,2024-12-07,C0157,P014,115,3.85,442.75,Televendas,Carlos Silva,CE
PV004990,2024-12-07,C0100,P014,72,3.93,282.96,Representante Comercial,Carlos Silva,SP
PV000298,2024-12-07,C0089,P002,56,8.66,484.96,Representante Comercial,Daniela Rocha,PR
PV003010,2024-12-07,C0083,P008,163,10.11,1647.93,Key Account,Carlos Silva,MG
PV000046,2024-12-08,C0116,P019,31,3.75,116.25,Representante Comercial,Felipe Santos,GO
PV001750,2024-12-08,C0010,P020,116,4.27,495.32,Televendas,Eduarda Melo,MT
PV003187,2024-12-08,C0076,P004,170,8.5,1445.0,Key Account,Eduarda Melo,SC
PV000440,2024-12-08,C0062,P002,143,8.54,1221.22,Representante Comercial,Ana Souza,AL
PV000382,2024-12-08,C0157,P005,66,4.27,281.82,E-commerce B2B,Bruno Lima,CE
PV000872,2024-12-08,C0008,P019,84,3.83,321.72,Televendas,Ana Souza,PE
PV002161,2024-12-08,C0086,P010,168,4.94,829.92,Televendas,Eduarda Melo,AL
PV007013,2024-12-08,C0016,P002,114,8.49,967.86,Representante Comercial,Bruno Lima,PA
PV002402,2024-12-08,C0132,P008,72,9.77,703.44,Key Account,Daniela Rocha,SC
PV003736,2024-12-08,C0091,P011,158,15.9,2512.2,Representante Comercial,Carlos Silva,MT
PV005666,2024-12-08,C0057,P018,86,2.79,239.94,E-commerce B2B,Daniela Rocha,GO
PV000520,2024-12-08,C0093,P013,76,4.86,369.36,E-commerce B2B,Carlos Silva,SP
PV000224,2024-12-08,C0170,P010,108,5.02,542.16,Representante Comercial,Bruno Lima,CE
PV004396,2024-12-09,C0166,P002,51,9.15,466.65,Televendas,Bruno Lima,MG
PV004802,2024-12-09,C0093,P005,172,4.26,732.72,E-commerce B2B,Ana Souza,SP
PV000115,2024-12-09,C0079,P019,88,3.77,331.76,Key Account,Ana Souza,RJ
PV002508,2024-12-09,C0139,P014,42,3.7,155.4,Televendas,Felipe Santos,MT
PV004537,2024-12-09,C0038,P006,19,4.61,87.59,Televendas,Eduarda Melo,MT
PV004136,2024-12-09,C0056,P017,90,3.45,310.5,Key Account,Eduarda Melo,MG
PV005818,2024-12-09,C0028,P017,132,3.15,415.8,Representante Comercial,Bruno Lima,BA
PV005385,2024-12-09,C0042,P010,167,5.06,845.02,Key Account,Felipe Santos,RS
PV002030,2024-12-09,C0032,P006,114,4.2,478.8,Representante Comercial,Ana Souza,MT
PV002589,2024-12-09,C0142,P010,118,5.07,598.26,Representante Comercial,Carlos Silva,PA
PV002035,2024-12-09,C0042,P005,60,4.22,253.2,Key Account,Eduarda Melo,RS
PV005972,2024-12-09,C0062,P016,163,6.56,1069.28,Televendas,Daniela Rocha,AL
PV006775,2024-12-09,C0062,P007,93,7.7,716.1,Representante Comercial,Ana Souza,AL
PV004842,2024-12-09,C0062,P016,55,6.74,370.7,Representante Comercial,Bruno Lima,AL
PV006441,2024-12-09,C0130,P013,83,4.64,385.12,Televendas,Eduarda Melo,PA
PV001026,2024-12-09,C0142,P001,11,22.4,246.4,Representante Comercial,Daniela Rocha,PA
